text,original_label,sentiment
torej jih je riši piši 130 komadov če ne še več,0,neutral
"Outsider 0606 in ski200k,
kar zadevata bistvo. Tisti tekmovalci, ki ne zmorejo več in rečejo ne grem se več gredo pač študirat. Imamo neke ekstreme, ki tudi vzrajajo in natančno se ve kdo to so in da so razlike med starši in miselnostjo. Žal prevladajo starši ,ki s trenerji znajo operirat in ti se pustijo tudi na najvišjih nivojih, seveda zopet zaradi lastnih koristi, bodisi materialnih bodisi moralnih. Imamo tudi starše, ki izgubijo pamet, ko ne gre. Res pa je najbolj žalostno, da trener postane tudi podkupljiv, če ne v finančnem smislu pa v moralnem, da postane nerazsoden. Bi bilo pa potrebno revereit tudi določena psihiatrična stanja posameznih trenerjev, ki krepko mejijo na patologijo. Govorim o osebnostih, ki niso izpolnila svoja življenjska pričakovanja in se v njih kopiči mnogokatera frustracija pa še to ni največji problem. Največji problem je, če je tak človek povrhu še pokvarjen. To ni več zdravo rivalstvo, ampak bolezen.
Finančni vložki dobro situiranih niso tak problem, vedite pa da ni vedno tako in glede na stanje je to skrajno nepošteno do marljivih in taleniranih športnikov. Žal se naša država kaže tudi na tem nivoju.",-1,negative
"TOOOO, takoj plače znižat za 10%, ustanovit še vsaj enkrat toliko občin in zaposlit še trikat toliko politikov v parlament in ostale službe, da bodo izcuzlale to rast.",-1,negative
"Ancistrus taka cena je verjetno za dizel, za bencin se giblje nekje okrog 1,10 Eur/liter.",0,neutral
"Top Prevc
Haha avsrijci!!!!!!!!!!!!",1,positive
"Nerazumna vlada. Sem poslušal tuje šoferje, ne le profesionalce. Vsi vejo, da se v Slo ne splača tankat. A naj še kaj dodam. Na katerem planetu živijo naši odločevalci. Počasi bom začel verjeti, da nas namenoma uničujejo. Power to the people.",-1,negative
Megla bo...,-1,negative
vauuuuuuu,1,positive
slabo to treba bo na sredini....nekaj naredit....manjka en igralec,-1,negative
Američane in vojne profitere odstraniti pa še verske fanatike pa bo mir.,-1,negative
"Eroticni tip voditelja (eroticnost ze meji na motnjo) ... od vsega okolja pricakuje in se tudi trudi, da bi ga ljubili. Misija - nemogoce.",-1,negative
"Berlin je specifična prestolnica, ne dosega niti povprečja EU in je izjema v celotni Evropi, saj so prestolnice običajno najbogatejše ali v samem vrhu pri posameznih državah. Berlin to ni, demografija in zaostalost vzhodne nemčije sta naredila svoje.",-1,negative
"dejstvo je da v tem trenutku zlahkoto v lj prodaš poslovni prostor (cene le-teh so nizje od stanovanj) v kvadraturi med 40 in 50 kvadratov po 2000e po ceni, ker so ljudje zainteresirani v takih prostorih si urejat stanovanja .... tud sam sem sem na prodajni strani sodeloval v teh poslih s tako ceno in zato lahko zatrdim, da je cena 2000e za meter novogradnje izjemno ugodna, ker so ljudje pripravljeni ponudit visjo ceno od te .... zato sem preprican, da bojo vsa stanovanja po tej ceni sla .... je pa res da vegradova cena ni 2000e po kvadratu, ker je obvezen nakup pri dvosobnem stanovanju dveh garaz, ki staneta blizu 40k evrov, pri trisobneh pa celo treh garaz, ki bojo ze blizu 60k evrov .... vegrad je pač dal drage garaze in poceni kvadrat s tem pa je izpolnjena teza jankovica pod 2000e za kvadrat .... jasno brez davka tudi .... skratka govort o ceni 1200e je nerealno, ker ni dovolj stanovanj na trgu, povpraševanje po 2000e ob zdajsnji ponudbi na kvadrat pa je ogromno .... morte pa vedet, da cena dvorov je če upoštevate garaze še vedno blizu 3000e na kvadrat pa bo useeno zelo verjetno vse prodano kljub temu da imajo izjemen medijski napad na vegrad in da gre za zelo gosto nametana stanovanja .... skratka v tem momentu je za lj izjemno nizka cena 3000e z garazami po kvadratu in dokler ne bomo širli ljubljane je ta cena verjetno najnizja, ki jo bo mogoče za novogradnjo dobit na zelo dolgi rok, ker ko si opomore finančni sektor in bojo se spet razcvetela posojila bojo spet prišle spodbude na strani povpraševanja.",0,neutral
"Tako je to, enkrat si gor, drugič si dol...",0,neutral
"Najbolje, da kar odmontiramo en gol, tako ga nebodo mogli napolniti.",-1,negative
Ma že smo mailing lista je pri Telekomu več vredna kot 640 milijonov.,-1,negative
"@gstk
strinjam!",0,neutral
"Bravo Darja,prva ministrica,ki se ne pusti energetskemu lobiju.",1,positive
"http://geopolitika.si/2015-09-14-begunci/
če koga zanima,
zanimivo branje",0,neutral
"@SLOBloodPatriot
Kako to misliš? Sej ne zna niti stavka za TV oglas sproščeno povedat, pa bo komentirala tekmo...",-1,negative
Miami,0,neutral
nash gre po naslov...goran dragonič pa do zvezd :),1,positive
Velikonja je klasa. Vidim ga v duetu z Matavžom v reprezentanci..,1,positive
"saj je naravno zapadli sneg v
veliki meri razpihal sneg.
Veter?

Lp,
M",0,neutral
"zakaj vključujete Finance v rang Mladine Finance so eden bolj liberalnih (čeprav so izvrgli Kovača!) in nevtralnih časopisov v Sloveniji! včasih sem vas zaradi takih izjav preveč žalosten ker izključujete tudi tiste, ki so vam po eni stani prav blizu!",-1,negative
"Prijetno presenečenje, ve kaj govori in ne trosi floskul kot naš
novi mesija...že samo dejstvo, da je priznal, da je v prvem mandatu
delal neumnosti, je nekaj popolnoma novega pri naših politikih, ki
se sicer obnašajo tako, kod da bi vsi imeli vsaj Nobelovo nagrado v
žepu...",-1,negative
"Podjetniki in gospodarstveniki se bojimo Bratuškove, ki je
razdelila Slovenijo. Ad hoc analiza kaže, da pod besedo »ljudi«
Bratuškova vedno misli le na zaposlene v javnem sektorju in se tako
obnaša in deluje, »ljudje« so zadovoljni, »ljudje« se čutijo varne,
»ljudje« želijo nove davke, »ljudje« ne smejo trpeti, filma, da se
»ljudem« plača zniža ne bomo gledali, »ljudem« se ne sme odpovedati
pogodba o zaposlitvi...",-1,negative
Potrebujemo bombo.....bo mladika lažje delala...pa to.,-1,negative
Igrati na vse ali nic,1,positive
"sam res, a si predstavlate, hokej 2-1 vodmo, dve minuti do konca, tina pa lih štarta, 3. po prvi vožnji, WHAT TO DO??
no, jest bom že, tv in računalnik bosta laufala, kako se bojo pa na slo2 odločil pa nevem :)",1,positive
"Resnica je vedno resnica, pred njo pa si je najlažje zatiskati oči in glumiti lažno humanost.",-1,negative
"Kako je lepa, ko se smeji. Pravi šampion je zadovoljen le z najboljšim, nevem zakaj bi morala biti nasmejana pri slabših uvrstitvah, kot nekateri pričakujete. Prvakinja v svetovnem pokalu, na svetovnem prvenstvu in na olimpijskih igrah.",1,positive
"Ni dalec cas, ko bodo, kot sedaj na Kubo, tudi k nam zaceli hoditi Americani trumoma, da si ogledajo velike uspehe eksoticne Slovenije v samem jedru Evrope, obdane s samimi izkoriscevalskimi kapitalisticnimi drzavami, ki jih je ze nacel sesuvati zob casa. Ce ne bodo pohiteli, se lahko zgodi, da ene od teh dveh atrakcij ne bo mogoce vec videti, zato ima strauski prav, ko pravi; ""uzivat dokler je se cas"".",-1,negative
"Vse tole preseljevanje je produkt IS,saj s tem hočjo oslabit EU,kar jim trenutno tut uspeva!!

Admin ,ne vem v čem je tale post sporen,da ga je v prvo bilo treba zbrisat???",-1,negative
"Ce sedaj dragi domoljubni Slovenci ni pravi trenutek za vsesplosen revolt, potem vam povem , da ga vec za nasne bo !",-1,negative
"Samo ne rečt, da sta Melita Župevc ali pa Eva Irgl strokovnjakinji.
Tudi Hitler in Stalin sta imela priležnice, ki sta jih nate***ala od zadaj. :)",-1,negative
"To so Nemcem podtaknili, Rusi so jim itak auspuhe zamenjali!",-1,negative
"Germani imajo plan, kako EU ozdraviti odvisnosti od naftnih derivatov....namesto benzinrjev in diezlov bodo upeljali že preiskušeno metodo avtomobila, to je avto na DRVA....DAS AUTO hahahaha, kerga hecajo....",-1,negative
"... Ta Kotnik si je te številke zagotovo izmislil! ...

... evo, ta Kotnik si številke o dolgu slovenskega prebivalstva
zagotovo ni izmislil, ker smo Slovenci znani po tem, da najraje
živimo na tuj račun in se sami nočemo zadolževati ... khmm, oziroma
da vse tiste storitve, za kar se drugje mora zadolževati
posameznik, pri nas prevalimo na ""državo"", ki potem za nas
posameznike poskrbi tako, da se za financiranje teh storitev
zadolžuje ona sama in jo potem mi posamezniki zato lahko šimfamo,
češ da ne zna z denarjem ...

P.S.: ker vem, da imaš ti rad številke in analize, bi številka o
dolgu slovenskega prebivalstva v povezavi s številko o javnem dolgu
mogoče bila zanimiva za analizo v kakšnem tvojem prihodnjem članku
... jebiga, jaz sem probal nekaj na hitro čez palec, pa mi brez
absolutnih vrednosti relativne številke v tvojem grafu zgornjo tezo
o obratnem sorazmerju v razsipnosti ""države"" in posameznika ne
pritrjujejo glih najbolj, pa zdaj ne vem, ali je skrivnost v
""državi"" ali v posamezniku ... khmm, ali pa v meni in v moji
napačni tezi ...",-1,negative
"Volaš je v B ekipi, skupaj z Mejačem.",0,neutral
"""Okrožno sodišče v Celju je v postopku preventivnega
prestrukturiranja nad Tuš Holdingom, Tuš Nepremičninami in
Engrotušem"" Predlagam, da urednik zadolži vsaj čistilke, da pred
objavo preberejo klinopise vaših nepismenih pisunov. Tole več nima
nobenega smisla, saj ste hujši kot Ciciban.",-1,negative
"Tale turizem v Ukrajini se je končal slabo,tako da Srečko po zmago v Maribor..,sicer pa hvala lepa če ne bo eura,in hvala lepa za vedno gospod bivši selektor",-1,negative
"RT lahko poroča o množičnih antiimigrantskih protestih v Italiji, naši mediji seveda ne. A živimo v Severni Koreji??
https://www.youtube.com/watch?v=d8jpC9Cu
qJQ",1,positive
"In zato bo kriza tako dolga. Ker bomo imeli mrtev nepremičninski trg. Nihče ne bo gradil novega bloka v kraju z 6.000 prebivalci, če pa ve, da je v dveh praznih blokih že itak 95 praznih stanovanj. Kdo pa bi, saj ni neumen. In ker nihiče ne bo gradil, ne bo posla pa čuda sektorjev, ne samo gradbince, tudi proizvajalce vrat, kuhinj, podov, izolacije, oken, opreme, itd.",-1,negative
Na borzi dela je veliko kandidatov za zamenjavo konfliktnih svizcev.,-1,negative
"Ni strahu. ""Iz krize bomo odšli, kot zmagovalci!""

To je šele nateg ljudstva...",-1,negative
"Joj upam, da Prevc osvoji medaljo!! Sem pa kar težko gledala Roberta Kranjca..... Tok se trudiš, potem pa vse splava po vodi. Zelo mi je grozno zaradi njega. Tisti, ki pa o njem pišete neprimerne svari pa... da vas mi sram!!!",1,positive
iz te moke ne bo kruha,-1,negative
"DUTB = mafijska organizacija, ki v svojih vrstah združuje kartele kot so kartel SD, kartel SDS, kartel NSI, kartel SLS... hoteli ste biti samostojni od bivše juge ker, da vas samo izkoriščajo. Danes nam uradno vlada mafija. Upam, da ste srečni.",-1,negative
"Zaplesali bomo okoli doprsnega kipa JJ, mi ga slavimo in častimo!!",-1,negative
"Binder 
JJ in SDS  ni na oblasti so je narobe.",-1,negative
"Pahor, tebe mama ni naucila, da se prijateljstvo lahko gradi samo na zaupanju? Ce ti se zmeraj zaupas Hrvaski si zelo naiven ....",-1,negative
Ljudje pobirajo denar iz raznih pomoči za iskalce prve zaposlitve. Sam to je razlog.,-1,negative
Smola ali premalo odločnosti?,0,neutral
"v celovcu tankas ob dobrem casu na Hofer crpalki za 1.279 eura
dizl!!!!! Slovenci pao nakupe in dizl v avstrijo pa se splaca
prevoz tud potem!",1,positive
"Dons ni pristalo letalo iz Sočija na Brniku. Tina je želela čimprej domov, da se pripravi na nastope v SP, zato je pač poletela v ZG.",1,positive
"Ne verjamem v pravljice, jih že poslušam 60 let.",-1,negative
"3 leta nazaj sem kupil stanovanje v Gorici (Italija), kjer sem ga dobil za cca 700 €/m2. Še danes dobiš stanovanja po 500 €/m2. Ni govora, da bi danes kupil kjerkoli v SLO stanovanje, ker stroški so isti, sam 1x, 2x večji kredit bi plačeval v SLO. Hvala lepa. 
In mi gre na jetra način prodajanja nepremičnin pri nas... samo barantanje, nobene sigurnosti. Ljudje so že dobili kredit, pa se potem prodajalec zmisli in reče, da mu nekdo drug da več. Ma kam smo šli?",-1,negative
"No evo takle se to dela, če hoče. Desni in levi se vsedeta skupaj in se v eni uri zmenita in vlada je tu. Naše kokoši PA NIKAKOR NIKOLI! Bomo mogli še mi prej crknit tak ko Grčija, da bo sploh prišlo do kakih dogovorov kaj šele dela. Naši se še niso mogl zmenit, kje se bodo dobil. Seveda najbolj je kompliciral kdo drug kot Janez",-1,negative
"Tale kriza bolj kot na begunsko krizo spominja na kros na relaciji Damask - Berlin. Kot informacija zagovornikom sprejemanja ostrejših stališč Nemčije glede vojaškega varovanja zunanje meje EU recimo v v razmejitvi med Grčijo in Turčijo ter sredozemlju. Tega Nemčija ne more narediti hkrati pa je omejena z mednarodnimi pogodbami po 2 sv.v. njeno kopičenje vojaške sile bi pač pomenilo nekaj popolnoma drugega. Resda bi pa lahko v sodelovanju z nekimi skupnimi silami to naredila.Sicer se je pa že od tega distancirala z izjavo da imamo pač zato NATO, kar z drugimi besedami od nje pomeni da smo prepuščeni sami sebi. Je pa izjemno zanimivo dejstvo da Nemčija ne bo vračala beguncev v domiciljno državo ozr. njihovo matično državo ampak jih bo vračala kamor se ji bo v danem trenutku najbolj zdelo da bi jih.  Njbolj bosta na udaru brezvretenčni vladi Hrvaške in Slovenije ampak Hrvaška se zna temu tudi upreti medtem ko so sloveniji že dali vedeti da lahko dobi šotorov kolikor jih pač potrebuje. Rešitev zaenkrat sploh ni preprosta in gradnja ograje na SLO meji pomeni samo da bo slovenija potrebovala tudi dodatne Evropske sile da bo preprečila prehod. Ampak ne pozabit da bodo potem ostali na hrvaškem in da bo iz dneva v dan težje varovati mejo samo z plinskimi razpršilci. Madžarska je meje zaprla in če jih SLO tudi pomeni da bomo imeli eni in drugi ogromne težave. Orban je imel v določenih pogledih prav in že pred časom je dal jasno vedeti Nemčiji da tudi dogovor z Turčijo ne bo prinesel ničesar. Hkrati po obisku Merklove v Turčiji se je pritisk in nelegalni prehod tujcev samo povečal in takoj ko je odnesla pete so vsi predstavniki vlade demantirali do bodo karkoli naredili v tej smeri. Sirija je samo ena izmend mnogih bitk ki smo jih izgubili ozr. so jih tukaj je še libija iz katere prav tako bežijo. Me pa moti samo nekaj nemčija in njena vlada je sprejela pač neki razvojni načrt Industrija 4.0 ki v grbem pomeni tehnološko dovoršenost proizvodnih postopkov, informatizacija in vpeljava robotike in čistih tehnologij kar vneto tudi podpira.  Ampak industrija 4.0 nikakor ne gre skupaj z potrebo po delavcih, ravno obratno gre za njihovo enormno zmanjševanje. In s tem povečano brezposlenost kar pomeni da se bo tehnologija selila v druge države, kajti dobro vejo da se bodo enormno zvišali davki. Trenutno je brezposelnost pri njih nekje okoli 5,6 mil - 3,4 mio je uradno vendar pa ljudi ki so na borzi in so prejemniki denarnega nadomestila za brezposlenost in dodatna izobraževanje ne štejejo v slednje. Z vpeljavo industrija 4.0  bi naj brezposlenost zrasla na okoli 9 mio so ocene analitikov s to razliko da bi takratni zaposleni pridobili na osebnih dohodkih do 30% ob  povečanju  davkov  in padcev velike večine v najvišji dohodninski razred. Ljudje sicer ki so pred pragom najvišjega dohodninskega razreda ne bodo občutili ničesar kvečjemu ob minimalnem preboju v višji dohodninski razred izgubo OD v višini 30 - 50 eur , vendar bodo izjemno prispevali v državno blagajno. Ne nazadnje ne smemo zanemariti tudi dejstva da se v letu 2016 povečuje stopnja prispevkov v zdravstveno blagajno države prav tako ideja je da se v pokojninsko tudi nekaj zviša kar enostavno pomeni nižji osebni dohodek za vse Nemce in zaposlene v nemčiji. Kdor bo pa dvignil od delodajalcev od pa smo v tistem začaranem krogu ko pridejo določeni v višji dohodninski razred :-)",0,neutral
"Ko bo dizel padel pod 1 E pol bo super,prej pa ne govorit kako je poceni gorivo.",-1,negative
ali je tudi zavod za zaposlovanje napotil kakšnega?,-1,negative
Lepo se Maribor kosa s Schalkejem. Bravo!,1,positive
"Pogoji za retroaktivnost:

- retroaktivnost mora biti določena v zakonu;
- veljati le za posamezne določbe zakona;
- to mora zahtevati javna korist;
- ne sme se posegati v pridobljene pravice.

Ne moreš biti kaznovan za nazaj... tako kot Kramarju niso mogli odvzeti nagrade za nazaj (spomnimo se Lahovnika in njegovih protiustavnih zakonov)",-1,negative
"Jp, sistem mora pomirit mladino, z vsemi ukanami. Drugače si takšnega prispevka ne znam pojasnit.
 Sej,ampak,  ko bo kritična masa spregledala, kako stvari stojijo..  big ba-da boom",-1,negative
"Dva dneva si bom najbolj zapomnil kot moja najstrečnejša: Ko so Janši izglasovali nezaupnico in ko je Tina Maze zmagala v smuku v Sočiju. Še tisti dan, ko je bila Bratuškova imenovana za predsednico vlade, je tretjerazredna tema.",-1,negative
"Mimobeznik tudi po Avstriji se zdaj toči po podobnih cenah iz tistega obdobja....
 http://www.spritpreisrechner.at/",0,neutral
niso krivi trnerji v mlajsih selekcijah ampak tekmovalci sami ker se jim ne da trnirat. V mlajših selekcijah smo slovenci se vedno smučarska velesila saj na vseh mednarodnih otroških tekmovanjih slovenci osvajamo zmage in stopnikčke kot tina maze. Samo problem je pa potem ko člani trenirajo primerljivo po količini kot pionirji-to je od 6. razreda OŠ pa to prvega letnika srednje šole. Že če pogledaš postave npr. hiršerja ali pa skubeta. Skube zgleda proti hiršerju kot ena manekenka. da pa primerjamo noge saj ma skube stegen tak kot hiršer roko. Še proti ženskam zgledajo bol pičkice. Tko da slovencim ne manka dnarja ampak trdega dela.,-1,negative
"Če ne bo Dragonsov, ne bo strelskega šova.",-1,negative
"Jaz sem pred enim tednom tankal za 1,254€ za liter 95 oktanskega bencina!!!",0,neutral
"No ja, zgleda da je bila potrebna šok terapija. Vsaj upam da je temu tako.
Zmajčeki, uživajte dokler še lahko!",-1,negative
"Kaj zdaj, ali bodo skrbno bedeli nad premoženjem vseh državljanov, ali pa bodo potuhnjeno odobravali še nadaljnjo ropanje oziroma razprodajo?",-1,negative
"A so me ven iz zavoda, vrgl ? :)",-1,negative
"Vsaka čast za ta naslov ... Ne vem, ali se norce delate ali resno mislite. Če je prvo, razumem morebitni sarkazem, če je pa drugo, pa se norčujete iz navijačev, predvsem pa iz Tininih rezultatov ...",1,positive
"A ni najbolj cenjeni slovenski ekonomist zatrjeval, da bodo takrat ZDA bankrotirale?

Kaj zdej, kje je zdej tisti bankrot? 

Problem je samo, ker ta isti velecenjeni ekonomist še vedno pametuje in deli svoje znanje ekonomije. Pa še poslušajo ga nekateri. A ne?",-1,negative
"TINA-dala si Sloveniji in nam prelepe trenutke, smučaj dokler te to veseli in fizično zmoreš.
Ponosni na tvoje rezultate bomo še vsaj nekaj desetletij, tudi če jutri obesiš smuči.",1,positive
"opa hudo,jao mili bože kaj bo z njima, ko prideta do članov...",-1,negative
"Valerija

# 08.01.2015 ob 20:18
Prijavi neprimerno vsebino Komaj čakam da zmaga Siriza... potem pa se beremo. Ha,ha,ha...

torej želiš, da ljudje stradajo, umirajo, so pahnjeni na rob preživetja ali celo izbruhne nasilje samo zato, da boš ""dokazal"" svoj prav na forumu?

Čakaj čakaj. Ti pa si Sirizo zamenjala z Novo demokracijo, Ciprasa pa s Samarasom. To se dogaja zdaj, kaj bo pa pod Sirizo, bomo pa šele videli.",-1,negative
Naj pridejo pogledat kanglerjeve propadle radarje,-1,negative
"V murgle bo potrbno poslati borce ISA, da nas rešijo NAJVEČJEGA  LOPOVA V ZGODOVINI SAMOSTOJNE SLOVENIJE MILANA KUCANA!!!",-1,negative
"@TineB

meni se tudi zdi še najverjetnejši scenarij kontroliranega bankrota Grčije. EU jih ne bo pustil, da v hipu padejo na relna tla. Tudi zaradi stabilnosti €. Ta bo kratkoročno nekaj izgubil, daljnoročno po odhodu Grkov iz Eurozone, pa pridobil na trdnosti. Britansko rožljanje z odhodom iz EU je bolj namenjeno iskanju kompromisov v reformah med veliko trojico. Sami imajo velike probleme z deficitom kjer jih ne rešuje niti lastna valuta.",0,neutral
in nato Robi.,0,neutral
"Na Financah bodo orgazmirali. Verjetno bo še kakšna ""donacija"" padla :D",-1,negative
"Rdečuhi so pa res idioti ali pa prodane duše, da jim ni mar za Slovenijo in Slovence...",-1,negative
"Kar Evropa piše jih seveda ne zanima ( medije ), so pa takoj soglasni in združeni v tolpi 571, ko je za udrihat in deskreditirat poštene ljudi. Takrat so hitro skupaj in pošiljajo svoje pamflete po svetu, na vse mogoče naslove. Edina sreča za nas poštene domoljube je to, da ima vsaka palica dva konca, kar pa se zblojenci s končano FDV ne zavedajo. Zavedati bi se morali, da je hlapec vedno hlapec in kar v življenju šteje, je  poštenje in zdrava razsodnost.",-1,negative
"Smučanje je turistično-rekreacijska domena in nič nisi izgubil na promociji.Promocijo, države, vemo kateri šport promovira. Promotorji zgrešenih investicij so bili dolga leta Križaj, Kocijančič, Vogrinec. Njihova naloga vsa leta: Zabrisavat pomen ostalih v svetu mnogo pomembnejših športov.",-1,negative
"kdorkoli že ima prav, tile se dajejo med sabo, namesto da bi se usedli skupaj in začeli mladino prav smučati

a je prav, da obtožujemo Gorzo in ostale, ko pa imajo šarlatane namesto trenerjev??? tem fantom so zafurali celo kariero (beri: življenje), ampak oni se ne bodo dali motiti in bodo trdili vsak svoje

ne pravim, da ima tale Aco 100% prav, ampak dejstvo je, da je slovenska šola pač najslabša v tem delu Evrope
po moje bo boljše, ko bodo trenerji plačani po učinku",-1,negative
"Gremo fantje, letošnja Evropa je bila še posebej vznemirljiva in uspešna in ... pričakujemo samo borbo! Če bo uspelo super, če ne nič manj! Sezona je že sedaj vrhunska, spomladi pa še odigrati državno prvenstvo na nivoju, da si spet omogočimo izhodišče za naskok na enega od evropskih pokalov v bodoče. Maribor šampion!",1,positive
Dedić mora v prvo postavo. Nujno.,0,neutral
"krosnjar
# 01.11.2015 ob 23:00

Saj vem.",0,neutral
"Tako so molzli Telekom Kamor se obrneš je vmes sorodnik, sestrična, dobri prijatelji, osamosvojitelji, znanci, ...",-1,negative
"Ameriške rxxx zdrxxxxx se na Vonnovo. Eni >>visoko izobraženi fotelirji<< tu nekaj klamfate in pišete,da Mazejeva ne bi dobila svetovni pokal v smučanju,če ne bi se Kildowa poškodovala.??!! Pozabljate pa >>dragi veleumi iz kavča>>,da je Tina že imela več kot 400 točk prednosti pred Vonnovo še preden se je vaša ameriška ljubica poškodovala,ali to eni butalci tu seveda pozabijo omeniti!!!",-1,negative
"K_ris, lahko poveš kaj več o teh centrih odličnosti in MGju?",0,neutral
"Kris na avtocesti Shell 1,26€…",0,neutral
se sami evropejci ne zaupajo vec evropi ne da ji bo kdo drug na koncu nas pa bojo kitajci financiral pa vsi smo si mal norce delali iz njih,-1,negative
"Evropa trenutno nima politikov in državnikov. Tudi kanclerka Merkel ni. Imamo samo politikante, nastopače in socialistične utopiste. Takšni so v večini tudi Evropejci. Nič dobrega ne vidim v bližnji prihodnosti.",-1,negative
"ta vlada je ""mimu"" tolku, da še sama ne ve kolku www.youtube.com/watc...FdBjeVpLPs",-1,negative
"Super. Ukrajinci. Katanca pa kar pustite na mir. 
Trenutno ni boljšega trenerja pri nas.",1,positive
Kok nas bojo tile pokradli. Še bliskalo se nam bo.,-1,negative
Respect za pogum in zelezno voljo ter danasnji rezultat. Kr je res je res.,1,positive
"Poglej kako fleksibilna je delovna sila na Kitajskem, pa poceni tudi, Apple lahko na Kitajskem kar čez noč najame na tisoče sposobnih delavcev in poveča proizvodnjo.

Ne morete pa te izdelke proizvajati v razvitih državah, potem pa pričakovati tako nizke cene. V razvitih državah skoraj nobeden ne dela za minimalno plačo, okoli $10 na uro. 

Da bi pa delali manj ur in več zaposlovali se pa ni nikjer obneslo, samo poglej Francijo.

Isto pa, pobrati denar bogatim ali pa jih obdavčiti, uničili boste samo iniciativo, kdo bo pa delal če mu bo država pobrala ves dobiček, vsi vemo da komunizem ne dela.",-1,negative
"kakorkoli gledaš, dejstvo je , a je tina osvojila kar se osvojiti da, tako da...",1,positive
"bojand
mal si preber kaj je največji strup v izpuhu,potem pa zagovarjaj dizle.še kaj drugega je ,ne sam co2 in zaradi tistega drugega je dizel neprimerno bolj strupen!",-1,negative
"Gospodarska rast je ekonomski parameter, ki je pomemben izključno za za lastnike kapitala v ekonomskem prostoru za katerega se objavi podatek. Odvisno od strukture, ki generira to rast ima le-ta posreden vpliv na davčne prilive. Vendar v strukturi rasti, ki je značilna za Slovenijo ima ta rast skoraj ničelen vpliv na povečanje davčnih prilivov, ker se generira skoraj izključno iz naslova povečanega izvoza. Daje pa ta rast slutiti, da zaenkrat večjih sprememb navzdol na trgu dela ne bo. V nekem delu pa morda lahko to pomeni delno povečanje investicij v sektorju industrije in storitev bolj pa verjetno samo investicijsko vzdrževanje. Sama gospodarska rast pa nima nobene direktne povezave z življenskim standardom prebivalstva. Glede na trende zadnjih let pa je jasno razvidna povezava med rastjo BDP in vztrajnim nižanjem povprečnih plač. Zatorej se lahko potegne iz vsega tega miren zaključek, rast BDP gor ali dol, vpliv na blaginjo prebivalstva je enak. Živijo vedno slabše. Zatorej govoriti o krizi je norost. To je normalno ekonomsko stanje, ki deluje v okviru spremenjenih prioritet. Prioriteta ni več družbena uravnoteženost temveč je izključno interes lastnika kapitala.",0,neutral
"katančeni fantje vedno pustijo le srce na igrišču...a tam je na žalost potrebna tudi kvaliteta znanja in kondicije, delo, vizija, odnos...Če imaš dva tri sprehajalce na igrišču, pač takole pometajo s tabo...realno smo lahko presenečeni, da Ukrajina sinoči ni zmagala z nekaj goli prednosti.",-1,negative
"men neki ni jasno... v Sloveniji je tko na hitr cca 30 elektrarn...
in 2 mio prebivalcev... a mi res porabmo tolk elektrike... al jo
poceni izvažamo in mi drago plačujemo...?? potemtakem ima vsako mal
večje EU mesto tolk elektrarn?? kera logika?!",-1,negative
Je že čas za vsesplošno ljudsko vstajo? Upor? Vsi na ulice?,-1,negative
"Obdavčitev bonitet, denimo mobitelov in parkirišč? ""To je bila
neumnost, ki sem jo predlagal. Tedaj sem moral v DZ spraviti 70
zakonov, spregledal sem, da je to administrativna ovira in se
zavzemal, da tega ne bo,"" priznava Mramor.

vsekakor je lepo, ce je clovek sposoben reci, da je naredil
neumnost. to je kar precejsnja redkost.

drugo vprasanje je, ali je to kaksno vodilo za nadaljevanje.

spregledal je, da bi to lahko bil problem?

ravno to je problem. ker pac ne razmislja v teh kategorijah. ker je
profesor.

kar je naceloma lahko cisto kul, vprasanje je samo, koliko je
zdruzljivo s funkcijo, ki ima zelo velike prakticne posledice za
veliko sirsi krog zivljenjskih situacij od profesorske.",-1,negative
potrebujemo nacionalistično stranko ki nebo postavljala muslimanov pred slovence tako kot ta vlada. ljudje so brez služb na robu revščine država pa bi socialo podpral muslimane ki so si sami uničili državo. ta vlada ima raje vse drugo kot slovence,-1,negative
z velikoooooooooooo delnicami ljudske hranlnice je lahko kakati....,-1,negative
"Več je vredna ena tekma kakršna bi jutri Manchester- Barcelona kot vseskupaj, vseh 14st dni olimpijskih iger.",1,positive
"Že to da je nominirana, je veliko priznanje, s tem da je ona še dvakratna olimpijska prvakinja, kar ostale niso. Ampak kot vedno bodo tu razni lobiji imeli besedo, ne dosežki športnikov. Kje smo pa mi Slovenci na tem seznamu je jasno, "" no many no fany"". Vse je v kuvertah pod mizo, žal tudi pri teh stvareh.",1,positive
Edina ki bi ji mogoče lahko bila konkurent je Serena Williams.... use ostale nevem kaj delajo na seznamu....nogometašica....resno?,1,positive
mihatekateka -jer se vec zna :P,1,positive
"No, končno ste začeli razgaljat sindikalne lopove! Forumaši
opozarjamo že tri leta!
Slečte jim gate in jasno napišite, da se njhove plače financirajo
iz državne kase!
Javnost hoče vedet te cifre in njihovo sindikalno,zasebno
premoženje pa vseh bonitete, ki jih zažirajo!

Sem takoj za skenslanje teh pijavk. Naj jih plačuje sindikalna raja
sama. Za Posedija in Murgelj zeta bodo komaj zadost vse članarine.",-1,negative
http://www.portalplus.si/614/ko-zdruzena-levica-sreca-nacionalsocializem/,-1,negative
